Zachary A. Krantz, CFP®
Pawel  A. Durka, CFP®
Peter C. O'Brien, CFP®
Olivia B. Stover, CFP®
Skyler K. Richins, CFP®
Alan McCormick, CFP®
Blaine E. Gibson, CFP®
Alexander Gorman, CFP®
Blake J. Nelson, CFP®
Hector A. Hernandez, CFP®
Montric D. Santee, CFP®
Robert Sevcik, CFP®
Kathryn A. Smith, CFP®
Kelly T. Renner, CFP®
Peter M. Strope, CFP®
Martin E. Schwartz, CFP®
Timothy Epps, CFP®
David Quinlan, CFP®
Bailey M. Norby, CFP®
Robert Freeman, CFP®
Kelly L. Olczak, CFP®
John Fischer, CFP®
Justin Morgan, CFP®
James B. Carano, CFP®
Daniel L. Borchard, CFP®
Nathan A. Richter, CFP®
Rebecca Winkler, CFP®
Joseph C. Bernardi, CFP®
Wallace K. Holleman, CFP®
Chad E. Bates, CFP®
Rhonda E. Potter, CFP®
Lilly Klepzig, CFP®
Devin Miller, CFP®
G. T. Battle, CFP®
Seth M. Streeter, CFP®
Joel M. Field, CFP®
Bronson L. Verhines, CFP®
John Register, CFP®
Mark A. Ruccolo, CFP®
Aaron Brickley, CFP®
Michael P. Floyd, CFP®
Thomas C. Morelock, CFP®
Kevin Karlander, CFP®
Ross Blount, CFP®
Tyler S. Oda, CFP®
Michael C. Valdez, CFP®
David T. Lee, CFP®
Michael D. McQuilkin, CFP®
Barbara J. Krause, CFP®
Nicholas J. Shaheen, CFP®
Zachary R. Martin, CFP®
Clark R. Matthiessen, CFP®
Heather Coyle, CFP®
Matt B. Barber, CFP®
Michael J. Williams, CFP®
Sanjay Prasad, CFP®
Gregory P. Ebeyer, CFP®
Jasmine R. Ball, CFP®
Joseph McElwee, CFP®
Paul D. Marasciullo, CFP®
Bryan Daly, CFP®
MICHAEL SUTHERLAND, CFP®
Gregory S. Cowan, CFP®
Frederic L. Sjostrom, CFP®
Desiree D. Pierce, CFP®
Daniel A. Abbott, CFP®
Brenden J. Brown, CFP®
Jeffrey E. Korbini, CFP®
Brian R. Weatherly, CFP®
Jason Rush, CFP®
Donovan Miller, CFP®
Ellen G. Barber, CFP®
Dennis J. Meyer, CFP®
Reno Petrini, CFP®
Roy C. Wagner, CFP®
Matthew Untiedt, CFP®
Adam P. Bishop, CFP®
Michael P. Gautreau, CFP®
John Beers, CFP®
Hong Tran, CFP®
James A. Garland, CFP®
Ashley A. Thompson, CFP®
Joshua A. Lelah, CFP®
Jason Stierman, CFP®
Adam M. Hogue, CFP®
Brian M. Cartier, CFP®
Robert A. Stagnari, CFP®
Qing (. Selby, CFP®
Rebecca J. Gonzalez, CFP®
Christopher S. Barley, CFP®
Travis R. Boothe, CFP®
Clay E. Bell, CFP®
Jeffrey C. Hicks, CFP®
Steven B. Ford, CFP®
Loyd J. Stegent, CFP®
Joshua R. Bailey, CFP®
Richard J. Desch, CFP®
Jonathan L. Gassman, CFP®
William O. Ahonen, CFP®
David A. Rains, CFP®
Robert D. Chatterton, CFP®
Kristie D. Cahill, CFP®
William S. Bivin, CFP®
Joshua L. Cutler, CFP®
Derek J. Eichelberger, CFP®
Andrew P. Smith, CFP®
Buck Williams, CFP®
Rand K. Spero, CFP®
Jeremy D. Shipp, CFP®
Frank C. Speace, CFP®
Andrew  M. Lippert, CFP®
Ellen F. Krider, CFP®
Thomas F. Warner, CFP®
Chris Vroom, CFP®
Robert J. Gordon, CFP®
Michael  T. Farrow, CFP®
Kevin E. Peterson, CFP®
Kevin J. Smith, CFP®
Lena K. Morimanno, CFP®
James W. Ronn, CFP®
Robert P. Iannazzo, CFP®
brent swanberg, CFP®
Maurice H. Carr, CFP®
Nicholas W. Harman, CFP®
Chad A. Hunt, CFP®
Adrienne L. Jackson, CFP®
Erin M. Nelsen, CFP®
Brooks Gerke, CFP®
Gary D. DeVicci, CFP®
Matthew C. Hanhila, CFP®
Cody J. Scriver, CFP®
Adam Bruculere, CFP®
Jonathan D. Stone, CFP®
Gregg R. Ballou, CFP®
Jason D. Epps, CFP®
Denisa Tova-Liebman, CFP®
Gregory  T. Jack, CFP®
David J. Jarvill, CFP®
Charlie Burford, CFP®
Cy Yannarelli, CFP®
Andrew Ward, CFP®
William R. Scott, CFP®
Rocio d. Rivera Grau, CFP®
MATTHEW BENGEL, CFP®
Michael C. Halls, CFP®
Sara K. Vick, CFP®
Douglas E. Castle, CFP®
Ryan T. George, CFP®
Frank Sanchez, CFP®
Justin B. McCarthy, CFP®
Matthew N. Wallen, CFP®
Justin L. Fath, CFP®
Kevin W. O'Hanlon, CFP®
Savannah Cooper, CFP®
Douglas M. King, CFP®
Matthew J. Newman, CFP®
Ben T. Brewster, CFP®
Frederick R. Fadel, CFP®
Marcus J. Provost, CFP®
Emily Hiter, CFP®
Nicholas Perazzolo, CFP®
David G. Strange, CFP®
Kirk B. Reed, CFP®
Peter J. Engstrom, CFP®
Jason M. DePetris, CFP®
Timothy P. Higgins, CFP®
Kelsey Irwin, CFP®
Angela L. Davis, CFP®
Bryan J. Schumacher, CFP®
CAROL D. HOFFMAN, CFP®
James Verros, CFP®
John M. Morgan, CFP®
Robert E. Snidow, CFP®
Andrew S. Broughman, CFP®
Jacob Rich, CFP®
Robert G. Huskins, CFP®
Donald R. Mandeville, CFP®
Chris A. Barnish, CFP®
Nicholas A. DiPrinzio, CFP®
Brian M. Gedonius, CFP®
Randall E. Hein, CFP®
Richard Labriola, CFP®
James A. Causey, CFP®
Brian Scanlon, CFP®
John T. Lund, CFP®
Lloyd S. Yamada, CFP®
Gordon D. Wollman, CFP®
Tracy R. Odegaard, CFP®
Michael Salmon, CFP®
Samuel P. Del Propost, CFP®
Karthikeyan Ethirajan, CFP®
Paul Arthur, CFP®
Crawford Ulmer, CFP®
Summer Broadhead, CFP®
Teresa Nieman-Gregg, CFP®
James E. Carroll, CFP®
Ryon K. Frisch, CFP®
E Lawrence T. Smith, CFP®
Terry Seo, CFP®
Waltraud F. Grande, CFP®
Brent T. Boden, CFP®
Stephen Small, CFP®
Sanford Zimmerman, CFP®
Steven J. Case, CFP®
Austin Lynch, CFP®
Austin J. Linden, CFP®
Arthur W. Bartholomew, CFP®
Paul A. Austin, CFP®
Justin A. Parker, CFP®
Robert L. Hrnicek, CFP®
Angela Wetzig, CFP®
Joseph K. Miller, CFP®
Mitchel D. Phiffer, CFP®
James C. Wachendorf, CFP®
Daniel D. Hiebert, CFP®
Thomas J. Livaccari, CFP®
Joe A. Kemper, CFP®
William A. Simpson, CFP®
Robert Decker, CFP®
John T. Dunn, CFP®
Daniel A. Sturges, CFP®
john connolly, CFP®
Laura G. Ursan, CFP®
William R. Zeuner, CFP®
Jacob J. Thomas, CFP®
Donald P. Glab, CFP®
Daniel A. Gomes, CFP®
Charles C. Gould, CFP®
Richard Konst, CFP®
Mark A. Engles, CFP®
DENNIS G. BARTH, CFP®
Rhonda Grover, CFP®
Andrew W. Brick, CFP®
Lois E. Kaltenbach-Basil, CFP®
Raymond E. Lacourse, CFP®
Eleanor F. Peterkin, CFP®
Timothy L. Kee, CFP®
Moshe  Burstin, CFP®
Jeremy M. Davis, CFP®
Rahul N. Shah, CFP®
Brooke Jackson, CFP®
Joseph E. Pribula, CFP®
Colin J. Arnold, CFP®
Jonathan E. McCarty, CFP®
Timothy J. McDaniel, CFP®
Madolynn Stemmer, CFP®
Bradley J. Bergdahl, CFP®
Katherine Rogers, CFP®
Rachel Wedeen, CFP®
Jeremy S. Martinson, CFP®
Mark R. Holland, CFP®
Patricia G. Wells, CFP®
David E. Stone, CFP®
Steven M. Zeigler, CFP®
Michael P. Toutant, CFP®
Kyle D. Nelson, CFP®
Michael A. Mills, CFP®
Jeffrey A. Gates, CFP®
Helen Dao, CFP®
Joseph R. Marchese, CFP®
Bradley C. Barnes, CFP®
Arthur McGonigal III, CFP®
Roger ". Toguchi, CFP®
Kathryn Thompson, CFP®
Andrew J. Manganiello, CFP®
Kelsey Fatzinger-Schnurr, CFP®
Randall Perkins, CFP®
Arthur P. Muniz, CFP®
Steven L. Shimp, CFP®
Brendan McMahon, CFP®
Jeffrey P. Kendall, CFP®
Anthony J. Gilberto, CFP®
Christopher D. Niles, CFP®
Jon R. Green, CFP®
Aaron C. Schmoekel, CFP®
Carl  H. Grund, CFP®
Sean R. Lyman, CFP®
David C. Rosoff, CFP®
Christopher W. Grasmick, CFP®
Michael D. Schuster, CFP®
Citlaly Julian, CFP®
Sandra S. Gilpatrick, CFP®
Whitney Spalding Spencer, CFP®
Colin D. Wetzel, CFP®
Maria R. Wilson, CFP®
Gwen McKinney, CFP®
Michael Lin, CFP®
Christopher Gagnon, CFP®
Cheryl L. Batdorf, CFP®
John Palladino, CFP®
Stuart K. Pinho, CFP®
Thomas R. Collins, CFP®
Charles G. Duncan, CFP®
Justin P. Kassanits, CFP®
Vincent E. Grippa, CFP®
Gregory J. Burie, CFP®
Chase Fowler, CFP®
Kevin Laman, CFP®
John W. Pomroy, CFP®
James P. Karthaus, CFP®
Everett  Weinberger, CFP®
Jay A. Finke, CFP®
Mark Whitaker, CFP®
Thomas J. Taranto, CFP®
Lawrence J. Minogue, CFP®
Robin L. Byford, CFP®
Dan Minnis, CFP®
Jeffrey E. Davis, CFP®
Kyle L. Kranzley, CFP®
Cynthia Piacentino, CFP®
Matthew Ridenhour, CFP®
Ira G. Rapaport, CFP®
Phillipe Paret, CFP®
Phil H. Nguyen, CFP®
David E. Ward, CFP®
Heidi L. Davis, CFP®
Jeffrey A. Heun, CFP®
Charles Culver, CFP®
Matthew Markowski, CFP®
Michael L. Snider, CFP®
Rebecca M. Gustafson, CFP®
Matthew J. Williford, CFP®
William H. Sisco, CFP®
MING CHEN, CFP®
Steven H. Hughes, CFP®
Bryan J. Hickey, CFP®
Jeffrey E. Cowling, CFP®
Kenneth J. Dow, CFP®
Scott R. McEwan, CFP®
Timothy Yagasits, CFP®
Francis P. Donnelly, CFP®
Andrew Tedesco, CFP®
Andrew M. Johnson, CFP®
James T. Beverley, CFP®
Brian J. Henderson, CFP®
Jeremy J. Schwendeman, CFP®
Hubert A. Ross, CFP®
Scott H. Tonai, CFP®
Eric D. McGuire, CFP®
Donald W. Hance, CFP®
Jared C. Scholl, CFP®
Andrew W. Dobies, CFP®
Zachary C. Horner, CFP®
Tate Hartman, CFP®
William Gregory, CFP®
Chad M. Fletcher , CFP®
Helen D. Hein, CFP®
Kyle D. McGrath, CFP®
David J. Morrison, CFP®
Irene Burgett, CFP®
Philip M. Caughran, CFP®
William M. Looney, CFP®
Jimmy K. Mah, CFP®
James Dunne, CFP®
Patrick Fisk, CFP®
Stacy S. Miyasato-Foster, CFP®
Tyler L. Hendrix, CFP®
Lisa H. Jantorno, CFP®
Jacob Vehring, CFP®
Matthew Powers, CFP®
Jon C. Snare, CFP®
Matthew Smith, CFP®
Teresa C. Tellez-Baker, CFP®
Myron K. Counts, CFP®
James N. Pember, CFP®
Bruce D. Ward, CFP®
Douglas D. Macdonald, CFP®
Mark E. Madvedoff, CFP®
Raymond E. Saari, CFP®
Amy E. Moore, CFP®
Bret S. Carter, CFP®
Nehal Suren, CFP®
Randy L. Halfpop, CFP®
Brendan M. McGowan, CFP®
Russell O. Clifford, CFP®
Philip E. Smith, CFP®
Andrew Seong-tae Lee, CFP®
Scott Pearring, CFP®
Heather A. Winner, CFP®
Lawrence A. Breen, CFP®
Sara Canterbury, CFP®
MICHAEL J. THROCKMORTON, CFP®
Elizabeth L. Wilson, CFP®
David L. Fenelon, CFP®
James D. Stiegemeyer, CFP®
James P. Estes, CFP®
Rebecca L. Frazier, CFP®
Michael Baer, CFP®
Emin Nabiyev, CFP®
Alice Finn, CFP®
Daniel D. Joss, CFP®
John W. Dickson, CFP®
Andrew D. Sharp, CFP®
Aaron  J. Hulbert, CFP®
Patrick A. Klacka, CFP®
Roger G. Stukkie, CFP®
Daniel Rooner, CFP®
Anthony Richardson, CFP®
Steven V. Oroho, CFP®
Eric J. Hale, CFP®
Steven Santy, CFP®
Nathaniel Brines, CFP®
David Jordan, CFP®
F. S. Wershing, CFP®
Whitney L. McDaniel, CFP®
Christopher W. Davis, CFP®
Diane L. Klein, CFP®
Max L. Lipsitz, CFP®
Matthew Graves, CFP®
Aaron R. Smesny, CFP®
Richard D. Soat, CFP®
Patricia Darragh, CFP®
Shelly A. Wiemann, CFP®
Michael V. Corrigan, CFP®
David S. Sather, CFP®
Jay B. Berger, CFP®
Ethan D. Gilbert, CFP®
Scott E. Nelson, CFP®
Edward J. Frelly, CFP®
Andre N. Coulombe, CFP®
David  Ortiz , CFP®
Gregory S. Meyer, CFP®
David B. Tombs, CFP®
Mark A. Campisano, CFP®
Christopher R. Jennings, CFP®
Jennifer S. Theissing, CFP®
Lucy McGuire, CFP®
John W. New, CFP®
David C. Grimaldi, CFP®
Ryan J. Marshall, CFP®
Robert N. Worgaftik, CFP®
Brian Stearns, CFP®
Gillian McCarthy, CFP®
Zachary Alario , CFP®
Patrick C. Fosdick, CFP®
Robyn L. Lawhon, CFP®
John B. Vreeland, CFP®
William B. Sloan, CFP®
Barbara Magor, CFP®
JUNIOR NASCIMENTO, CFP®
Jeffery E. Fong, CFP®
Marc E. Cottle, CFP®
Rosemary C. Guilliams, CFP®
Stephen J. Crifasi, CFP®
Mark D. Arblaster, CFP®
Jenny Redington, CFP®
Brandon L. Foster, CFP®
Jordan Mayer, CFP®
Ryan S. Birch, CFP®
Ryan Foster, CFP®
Robert G. Westberg, CFP®
Geoffrey C. Creighton, CFP®
Daniel J. Smith, CFP®
Todd G. Rowe, CFP®
John P. Fisher, CFP®
Christopher D. Badaracco, CFP®
Robert Tendler, CFP®
David L. Gaona, CFP®
Wesley W. Lyon, CFP®
Colleen Bowar, CFP®
Lucas M. Headley, CFP®
Charles M. Pyfer, CFP®
Jennifer A. Zaat-Wright, CFP®
Chester P. Darling, CFP®
Christian D. Searcy, CFP®
Meredith Stewart, CFP®
Cara M. Beyer, CFP®
Devin M. Callinan, CFP®
Gerald K. Geter, CFP®
N. Perry Moore, CFP®
Bradford H. Tharp, CFP®
Christopher G. Peterson, CFP®
Mark D. Caldwell, CFP®
Matthew N. Hudak, CFP®
Stephen N. Palm, CFP®
Benjamin M. Klutenkamper, CFP®
Matthew T. Dellaero, CFP®
Darren J. March, CFP®
Daniel Boston, CFP®
Charles T. Walp, CFP®
William T. Pappert, CFP®
Brent McIlvain, CFP®
Danika Rhinehart, CFP®
Allen R. Gibson, CFP®
Michael B. Reynolds, CFP®
Jerry Boda, CFP®
Toney J. Cuellar, CFP®
Shawn W. Dunnigan, CFP®
Michael E. Feldman, CFP®
Shelby L. Russell, CFP®
Joslyn G. Ewart, CFP®
Bruce R. Farman, CFP®
Mark H. Goldman, CFP®
David  C. Stables, CFP®
Scott A. Rutherford, CFP®
Daniel J. LaNasa, CFP®
Heather R. Sullivan, CFP®
Stephen C. Knoebber, CFP®
Dominick J. Allen, CFP®
Blake N. Brown, CFP®
Nathan E. Wiercioch, CFP®
Jason Rericha, CFP®
Alan S. Ward, CFP®
Tyler M. Merkel, CFP®
Thomas J. Keenan, CFP®
Mary Bennett, CFP®
Ryan T. Albrecht, CFP®
Nicholas F. Bormann, CFP®
Lori Slaboda, CFP®
Trenton B. Jolly, CFP®
Scott Siripalaka, CFP®
Chaz R. Price, CFP®
Bart H. Fujimoto, CFP®
Luidgi A. Faubert, CFP®
Jean-Francis Lopez de Valdivia, CFP®
Kevin P. Barry, CFP®
Candace Cline, CFP®
Andrew D. Prignitz, CFP®
Honorine M. Wallack, CFP®
Benjamin S. Portman, CFP®
Julie  L. Yunker, CFP®
Steven B. McCartin, CFP®
Mike F. Haddad, CFP®
Yanelys G. Benham, CFP®
Travis Cullman, CFP®
Nathan C. Wells, CFP®
Julie E. Hall, CFP®
John J. Glasman, CFP®
Michael S. Sy, CFP®
Paul Heslinga, CFP®
Siobhan C. Collins, CFP®
Thomas C. Virostek, CFP®
Paul C. Covelski, CFP®
Lily J. Beitel-Horton, CFP®
Melissa L. Larson, CFP®
Tyler R. Arnesen, CFP®
Matthew C. Marckmann, CFP®
John T. Mack, CFP®
Umberto Perez, CFP®
Ty B. Coffee, CFP®
Nicholas D. Arevalo, CFP®
Tedd D. King, CFP®
Anthony Myers, CFP®
Randy D. Wagner, CFP®
Sylvie Scowcroft, CFP®
Douglas L. Carroll, CFP®
William H. Locke, CFP®
Robert M. Rafacz, CFP®
Mary V. Cutler, CFP®
Yonglin Ren, CFP®
Geoffrey Y. Curran, CFP®
Katherine M. Kelly, CFP®
Theresa A. Artac, CFP®
William J. Cardwell, CFP®
Randall S. Cathcart, CFP®
Chadwick G. Wester, CFP®
Janet I. Briaud, CFP®
Melissa A. Seamon, CFP®
Alexander B. Collins, CFP®
Kevin G. Murphy, CFP®
Robert Kwiatkowski, CFP®
Barclay Nelson, CFP®
Brian McKinney, CFP®
Debra L. Clark, CFP®
J. B. Holcomb, CFP®
william p. clark, CFP®
Gary A. Phillips, CFP®
Andrew M. Corwin, CFP®
Andrew B. Anello, CFP®
William W. Thannisch, CFP®
Leighton Liles, CFP®
Colin H. Williams, CFP®
Anthony Sce, CFP®
Ricardo G. Flores, CFP®
Bruce A. Burrows, CFP®
Paul A. Lemon, CFP®
Philip Y. Paul, CFP®
Brayden Taft, CFP®
Austin Cox, CFP®
Sheila R. Stowers, CFP®
C. M. Cauley, CFP®
Mathew R. Doyle, CFP®
Allen L. Claggett, CFP®
Colby Dobrusin, CFP®
Adam S. Bloom, CFP®
MARTINA SCHACKMAN, CFP®
Roy P. Janse, CFP®
Christopher D. Aitken, CFP®
Jeffrey A. McNaughton, CFP®
Daniel A. Flick, CFP®
John Bayarski, CFP®
Barry S. Millson, CFP®
Mark J. Sudol, CFP®
Martin V. Higgins, CFP®
Patricia A. Bevans, CFP®
William G. Dobbins, CFP®
Kerry A. Grall, CFP®
Julianne R. Miller, CFP®
Thomas E. Hudepohl, CFP®
Laura F. Dill, CFP®
Kirk L. Gravelle, CFP®
Kelly P. Kim, CFP®
Ethan L. Anderson, CFP®
Sarah Clayton, CFP®
Christopher R. Barnes, CFP®
John A. Mayfield, CFP®
Shana H. Won, CFP®
Michael J. Agriesti, CFP®
Joseph C. Kellogg, CFP®
James Hafele, CFP®
Nicholas B. Stecklein, CFP®
Jason H. Jones, CFP®
Jeffrey L. Roberts, CFP®
Luisa Arias, CFP®
Charles E. Howell, CFP®
Jesse W. Hurst, CFP®
Stephen A. Wright, CFP®
Daniel R. Stella, CFP®
Katelyn A. Jarvis, CFP®
JORDAN VANDER POORTEN, CFP®
Stephen Mazzarella, CFP®
Brian S. Crane, CFP®
Jennifer N. Edgell, CFP®
J. B. Beene, CFP®
Barbara S. Camaglia, CFP®
Stephanie B. Werden, CFP®
Therese J. Stewart, CFP®
Matthew B. Monaghan, CFP®
Z. Stan Smith, CFP®
Michael A. Rodenbaugh, CFP®
Michael J. Wagner, CFP®
Nicholas H. Doro, CFP®
Barbara M. Littlepage, CFP®
Richard R. Eicheldinger, CFP®
Seth Herbeck, CFP®
Kent C. Schmidt, CFP®
zachary swenson, CFP®
David Wattenbarger, CFP®
John E. Williams, CFP®
John K. Leigh, CFP®
Brooks C. White, CFP®
Jason Menta, CFP®
Jason A. Waugh, CFP®
Kelly L. Higgins, CFP®
James Politis, CFP®
Kevin R. Talty, CFP®
Sarah Wells, CFP®
Christopher M. Riffle, CFP®
Dieter Ramaekers, CFP®
Michael Pecenka, CFP®
yue gu, CFP®
Matthew J. Curfman, CFP®
Anthony Pitzer, CFP®
Jonathan R. Clements, CFP®
Dolman W. Vineyard, CFP®
Joseph C. Feldmann, CFP®
Bill N. Gammill, CFP®
Eric R. Glade, CFP®
Derrick C. Carter, CFP®
Devon Galindo, CFP®
Donna C. Gestl, CFP®
Holly C. Stallworth, CFP®
Leal S. Deddens, CFP®
Curtis A. Williams, CFP®
Ethan B. Earles, CFP®
Vincent M. Jones, CFP®
Mark A. Burns, CFP®
Matthew Beck, CFP®
Richard G. Owen, CFP®
Tiffany Valentine, CFP®
Gregory J. Tutino, CFP®
Xiaobing Guan, CFP®
Charles J. May, CFP®
Anthony Rieck, CFP®
James D. Forcucci, CFP®
Grant W. Moore, CFP®
Brian  J. Cummings, CFP®
Vernon D. Baptiste, CFP®
Daniel Librizzi, CFP®
Jonathan S. Casebolt, CFP®
Robert G. Yarbrough, CFP®
Skyler Denny, CFP®
Rhett P. Neuman, CFP®
Robert Young, CFP®
Kristina Runzer, CFP®
Clayton D. Abel, CFP®
William K. Champness, CFP®
Denny W. Purser, CFP®
Gregory P. Lofgren, CFP®
Thomas W. Kaminski, CFP®
Roderick R. Hays, CFP®
Eric Meushaw, CFP®
Timothy I. Horkan, CFP®
Michael P. Schiffer, CFP®
Bruce Graev, CFP®
John F. Campaigne, CFP®
Karen L. Mauro, CFP®
Gregory P. Benner, CFP®
Paul S. Carpenter, CFP®
Benjamin S. Rogers, CFP®
William F. Daines, CFP®
Tony D. Allen, CFP®
Randy C. Cowell, CFP®
Nathan Y. Jia, CFP®
Steffanie A. Lerch, CFP®
Amanda E. Toner, CFP®
Justin Louis, CFP®
Steven A. Tennant, CFP®
Thomas N. Macaluso, CFP®
Vincent D. Malazita, CFP®
Gary S. Johanson, CFP®
Bradley Klontz, CFP®
Andrew Tranel, CFP®
Jaylon S. Ellison, CFP®
David A. Kelly, CFP®
Andrew M. Pendergrass, CFP®
Kristin W. Reed, CFP®
Jonathan ". White, CFP®
Andrew Gallagher, CFP®
Deborah K. Viccone-Simon, CFP®
Tiffany M. Tomassoni, CFP®
Brian W. Jann, CFP®
Jordan R. Draude, CFP®
Kelly Cunningham, CFP®
Raymond Menna, CFP®
Paul J. Lacoste, CFP®
Nathan J. Maynard, CFP®
William S. Miller, CFP®
Jeffrey Hrabe, CFP®
Ally J. Ayers, CFP®
Anthony M. Donnelly, CFP®
John T. Kavanagh, CFP®
Brannon N. Champagne, CFP®
Darin R. Shebesta, CFP®
Greg Dunne, CFP®
Steven C. Burch, CFP®
John D. Thacker, CFP®
Robert J. Boulanger, CFP®
Jacob Storms, CFP®
Charles N. Hooper, CFP®
Chandler M. Peterson, CFP®
Cameron V. Doty, CFP®
Lawrence R. Pappas, CFP®
David J. Luther, CFP®
Marcus A. Wooten, CFP®
James L. Corbeau, CFP®
John P. Theophilos, CFP®
Michael J. Davidson, CFP®
Brandon Whelan, CFP®
ALEXANDER I. BINNIE, CFP®
Blake C. Glisson, CFP®
Douglas B. Sheorn, CFP®
Michael S. Player, CFP®
Rebecca A. Buckley, CFP®
Erin G. Ames, CFP®
James R. Martin, CFP®
Jeffrey T. Kochan, CFP®
Donald L. Ruffin, CFP®
Tracy M. Alm, CFP®
Maxim Makhnyk, CFP®
Cressinda N. Hyatt, CFP®
Benjamin Simerly, CFP®
Brian R. Blair, CFP®
Robert S. Briggs, CFP®
Garrett Halton, CFP®
Kurt L. Neilan, CFP®
Matthew J. Sliwa, CFP®
David G. O'Block, CFP®
Stephen M. Wormeli, CFP®
Steven P. Griffith, CFP®
Ryan M. Gronostaj, CFP®
Ron A. Silva, CFP®
John T. Christy, CFP®
Helen O'Hara, CFP®
David W. Dugan, CFP®
William H. Pettus, CFP®
Jeff Fehrman, CFP®
Joseph Longobardi, CFP®
Jonathan C. Wang, CFP®
Kathryn M. Hartnett, CFP®
Jefferey J. Zhu, CFP®
Renee Milyiori, CFP®
Michael George, CFP®
Amy C. Artiga, CFP®
Jared M. Lund, CFP®
Samuel C. Gross, CFP®
Merilyn (Lynn) T. Shad, CFP®
Alexander S. Rykken, CFP®
Edward J. Rossi, CFP®
Xavier R. Mustico, CFP®
Tricia A. Zelinka, CFP®
Joshua  S. Jenson, CFP®
Joseph Sunday, CFP®
Austin  K. Terry, CFP®
Jonathan M. Byrd, CFP®
Benjamin Chiang, CFP®
Brian S. Orol, CFP®
Susan S. Hall, CFP®
Mark V. Mathers, CFP®
Andrea Pressley, CFP®
Laurence E. Lof, CFP®
Lovetta Tobey, CFP®
Cynthia J. Mittlestaedt, CFP®
Larry H. Rabinowitz, CFP®
Mary A. Davenport-Yant, CFP®
Pengnian Chu, CFP®
Andrew B. Ellis, CFP®
Jennifer A. Sexton, CFP®
Eileen T. Cahill, CFP®
Mathew J. Higgins, CFP®
Deanna R. Hartwell, CFP®
Jacob Dinkel, CFP®
Michael Carillo, CFP®
Ryan A. Fromm, CFP®
Michael P. Green, CFP®
Bruce K. Ballard, CFP®
Gregory K. Richards, CFP®
Matthew Cosgriff, CFP®
Nicholas C. Shoulta, CFP®
Cristina Paul, CFP®
Courtney Fitzgerald, CFP®
Joseph S. Hersey, CFP®
Rhonda L. Wagner, CFP®
Jeremy D. Pink, CFP®
Lenton Jenkins, CFP®
Carl J. DeFreitas, CFP®
David D. Caviness, CFP®
Ryan P. Romines, CFP®
Ladd E. Solomon, CFP®
Daniel Ruiz, CFP®
Luke J. Schork, CFP®
Jaime Quiros, CFP®
Sean Casullo, CFP®
Douglas D. Herr, CFP®
Kim D. Wurl, CFP®
Keith Compton, CFP®
Justin R. Warren, CFP®
Jill M. Hansen, CFP®
Ryan S. Cole, CFP®
James A. Stokes, CFP®
Sandra L. Towns, CFP®
Kevin B. Manghan, CFP®
Robert D. Pool, CFP®
Robert Feather, CFP®
Ray L. Dunn, CFP®
John C. Gleeson, CFP®
Mark A. Field, CFP®
Steve Chang, CFP®
Jacob Yashar, CFP®
Christopher Maffei, CFP®
Natalie A. McGinley, CFP®
Jay Chapman, CFP®
Ian Aguilar, CFP®
Matthew R. Kneifl, CFP®
Richard F. Bardue, CFP®
James F. Schmitt, CFP®
Christopher Pennington, CFP®
Jeremy Armagost, CFP®
James B. Kruzan, CFP®
Mary T. Norton, CFP®
Richard C. Grable, CFP®
Christopher M. Bardwell, CFP®
Adam Reinert, CFP®
James E. Mishoe, CFP®
john k. jovanovich, CFP®
Hans E. Scheil, CFP®
Jared P. Kale, CFP®
David M. Duchesneau, CFP®
Lori A. Richardson, CFP®
Thomas P. Maiden, CFP®
James W. Fogal, CFP®
Eric A. Tashlein, CFP®
William Davis, CFP®
Carlos Duque, CFP®
Eric C. Roberts , CFP®
Dixon P. Downey, CFP®
Michael Franco, CFP®
Robert F. Stafford, CFP®
Mark C. Ingle, CFP®
Jeff Wille, CFP®
Yeena Liu, CFP®
Bernard J. Davis, CFP®
Christopher  S. Hurst, CFP®
Scott C. Dahl, CFP®
Ronald J. Leston, CFP®
Rachael Levine, CFP®
Nina Sukholenko, CFP®
Valerie R. Harris, CFP®
Jonathan Curatola, CFP®
Peter Bentler, CFP®
Evan N. Press, CFP®
Brian R. Zimny, CFP®
Michael S. Minter, CFP®
Kenneth R. Eckhardt, CFP®
